"personId","last_name","first_name","name_suffix","wealth_millions","conglomorate","industry","birth_date","gender","cityID","citizenshipID"
"649","Tsai","Richard","","4300","0","Finance & Investments","1957-06-02","M","627","75"
"650","Wang","Frank","","4300","0","Technology","1980-10-30","M","589","21"
"651","Wang","Junshi","","4300","1","Manufacturing","1949-01-01","M","459","21"
"652","Wang","Wenjing","","4300","0","Technology","1964-12-05","M","44","21"
"653","Wertheim","Herbert","","4300","0","Finance & Investments","1939-05-23","M","131","83"
"654","Arison","Shari","","4200","0","Service","1957-09-09","F","637","41"
"655","Aven","Pyotr","","4200","0","Finance & Investments","1955-03-16","M","658","66"
"656","Chan","Laiwa","","4200","1","Real Estate","1941-01-01","F","44","21"
"657","Chen","Hua","","4200","0","Real Estate","1966-01-01","M","589","21"
"658","Hagen","Thomas","","4200","0","Finance & Investments","1936-01-01","M","178","83"
"659","Johnson","Rupert","Jr.","4200","0","Finance & Investments","1940-08-10","M","91","83"
"660","Kam","Dewi","","4200","0","Energy","1950-07-23","F","278","39"
"661","Kao","Min","","4200","1","Technology","1949-01-10","M","342","83"
"662","Ladreit de Lacharriere","Marc","","4200","0","Finance & Investments","1940-11-06","M","492","30"
"663","Lefkofsky","Eric","","4200","0","Technology","1969-09-02","M","206","83"
"664","Lin","Bin","","4200","0","Technology","1968-02-01","M","589","83"
"665","Lin","Li","","4200","0","Finance & Investments","1963-05-01","M","589","21"
"666","Moritz","Michael","","4200","0","Technology","1954-09-12","M","557","83"
"667","Pritzker","Jean (Gigi)","","4200","0","Service","1962-07-01","F","369","83"
"668","Shoen","E. Joe","","4200","0","Automotive","1949-10-28","M","500","83"
"669","Skoll","Jeff","","4200","0","Technology","1965-01-16","M","369","83"
"670","Snyder","Lynsi","","4200","0","Food & Beverage","1982-05-05","F","207","83"
"671","Susanto","Djoko","","4200","0","Fashion & Retail","1950-02-09","M","278","39"
"672","Tahir","Muhammad","","4200","1","Diversified","1952-03-26","M","278","39"
"673","Thiel","Peter","","4200","0","Finance & Investments","1967-10-11","M","369","83"
"674","Babis","Andrej","","4100","0","Food & Beverage","1954-09-02","M","514","24"
"675","Bellon","Danielle","","4100","1","Service","1940-02-08","F","492","30"
"676","Burda","Hubert","","4100","0","Media & Entertainment","1940-02-09","M","432","32"
"677","Caporella","Nick","","4100","0","Food & Beverage","1936-01-15","M","502","83"
"678","Catsimatidis","John","","4100","0","Energy","1948-09-07","M","451","83"
"679","Cook","Scott","","4100","0","Technology","1952-07-26","M","696","83"
"680","Garavoglia","Luca","","4100","0","Food & Beverage","1969-02-27","M","412","42"
"681","Herlin","Antti","","4100","0","Manufacturing","1956-11-14","M","306","29"
"682","Hong","Jie","","4100","0","Manufacturing","1967-10-01","M","520","21"
"683","Jacobs","Jeremy","","4100","1","Service","1940-01-21","M","163","83"
"684","Kesaev","Igor","","4100","0","Fashion & Retail","1966-10-30","M","427","66"
"685","Malone","Mary Alice Dorrance","","4100","0","Food & Beverage","1950-02-03","F","125","83"
"686","Moreira Salles","Joao","","4100","0","Diversified","1962-01-01","M","536","14"
"687","Moreira Salles Junior","Walther","","4100","0","Finance & Investments","1956-04-12","M","536","14"
"688","Moreno","Arturo","","4100","0","Sports","1946-08-14","M","500","83"
"689","Spuhler","Peter","","4100","0","Manufacturing","1959-09-01","M","679","74"
"690","Sterling","Donald","","4100","0","Real Estate","1934-04-26","M","54","83"
"691","Stokes","Kerry","","4100","0","Diversified","1940-09-13","M","495","5"
"692","Xie","Ken","","4100","0","Technology","1963-01-26","M","368","83"
"693","Xie","Liangzhi","","4100","1","Healthcare","1966-01-01","M","44","21"
"694","Bass","Sid","","4000","0","Energy","1942-04-09","M","190","83"
"695","Chestnut","Ben","","4000","0","Technology","1974-06-15","M","24","83"
"696","DeLuca","Elisabeth","","4000","1","Food & Beverage","1947-07-25","F","658","83"
"697","Guo","Guangchang","","4000","0","Diversified","1967-02-16","M","584","21"
"698","Gupta","Vinod Rai","","4000","0","Manufacturing","1945-09-15","F","149","38"
"699","Henry","John","","4000","0","Sports","1949-09-13","M","67","83"
"700","Kalanick","Travis","","4000","0","Technology","1976-08-06","M","369","83"
"701","Koon","Poh Keong","","4000","0","Manufacturing","1961-04-25","M","496","50"
"702","Kurzius","Dan","","4000","0","Technology","1971-12-01","M","24","83"
"703","Lee","Paul","","4000","0","Manufacturing","1958-01-01","M","725","83"
"704","Lutke","Tobi","","4000","0","Technology","1980-07-16","M","479","18"
"705","Miller","Gail","","4000","0","Automotive","1943-10-14","F","551","83"
"706","Mittal","Rajan","","4000","0","Telecom","1960-01-05","M","149","38"
"707","Mittal","Rakesh","","4000","0","Telecom","1955-09-18","M","149","38"
"708","Perlmutter","Isaac","","4000","0","Media & Entertainment","1942-12-01","M","483","83"
"709","Saul","Bernard","II.","4000","0","Finance & Investments","1932-04-15","M","115","83"
"710","Shani","Shaul","","4000","0","Telecom","1955-01-01","M","412","41"
"711","Spielberg","Steven","","4000","0","Media & Entertainment","1946-12-18","M","481","83"
"712","Starak","Jerzy","","4000","0","Healthcare","1947-12-12","M","313","62"
"713","Tornqvist","Torbjorn","","4000","0","Energy","1953-11-08","M","203","73"
"714","Vigil Gonzalez","Rufino","","4000","0","Metals & Mining","1948-06-01","M","408","51"
"715","Zhang","Daocai","","4000","0","Diversified","1950-01-01","M","587","21"
"716","Blickle","Juergen","","3900","0","Manufacturing","1947-01-01","M","82","32"
"717","Cargill","Austen","II.","3900","0","Food & Beverage","1951-03-09","M","362","83"
"718","Cargill","James","II.","3900","0","Food & Beverage","1949-04-07","M","60","83"
"719","Chaiyawan","Vanich","","3900","0","Finance & Investments","1932-01-01","M","35","77"
"720","Chen","Dongsheng","","3900","0","Finance & Investments","1957-12-01","M","44","21"
"721","Chung","Mong-Koo","","3900","0","Automotive","1938-03-19","M","582","70"
"722","Dart","Kenneth","","3900","0","Finance & Investments","1955-04-21","M","204","12"
"723","De'Longhi","Giuseppe","","3900","1","Fashion & Retail","1939-04-24","M","652","42"
"724","Fielmann","Guenther","","3900","1","Healthcare","1939-09-17","M","228","32"
"725","Hunt","W. Herbert","","3900","0","Energy","1929-03-06","M","140","83"
"726","Irsay","James","","3900","0","Sports","1959-06-13","M","98","83"
"727","Jaruphnit","Somurai","","3900","0","Diversified","1949-01-01","F","35","77"
"728","Liebmann","Marianne","","3900","0","Food & Beverage","1953-07-11","F","73","83"
"729","Moll Filho","Jorge","","3900","1","Healthcare","1945-01-01","M","536","14"
"730","Moreira Salles","Fernando Roberto","","3900","0","Diversified","1946-05-29","M","571","14"
"731","Moreira Salles","Pedro","","3900","0","Diversified","1959-10-20","M","571","14"
"732","Newell","Gabe","","3900","0","Gambling & Casinos","1962-11-03","M","579","83"
"733","Oetker","Alfred","","3900","0","Fashion & Retail","1967-01-01","M","55","32"
"734","Oetker","Carl Ferdinand","","3900","0","Fashion & Retail","1972-10-03","M","55","32"
"735","Oetker","Julia","","3900","0","Fashion & Retail","1979-01-26","F","55","32"
"736","Ruan","Hongliang","","3900","1","Manufacturing","1961-01-01","M","282","21"
"737","Stevens","Mark","","3900","0","Finance & Investments","1960-02-17","M","610","83"
"738","Tsai","Hong-tu","","3900","0","Finance & Investments","1952-08-01","M","627","75"
"739","Wadia","Nusli","","3900","0","Food & Beverage","1944-02-15","M","431","38"
"740","Wu","Yiling","","3900","0","Healthcare","1949-10-24","M","590","21"
"741","Yu","Renrong","","3900","0","Manufacturing","1966-04-01","M","459","21"
"742","Zhu","Baoguo","","3900","1","Healthcare","1962-04-25","M","589","21"
"743","Bhatia","Rahul","","3800","0","Service","1959-06-10","M","149","38"
"744","Caltagirone","Francesco Gaetano","","3800","0","Construction & Engineering","1943-03-21","M","539","42"
"745","Diller","Barry","","3800","0","Media & Entertainment","1942-02-02","M","451","83"
"746","Edens","Wesley","","3800","0","Finance & Investments","1961-10-31","M","451","83"
"747","Feinberg","Stephen","","3800","0","Finance & Investments","1960-03-29","M","451","83"
"748","Gangwal","Rakesh","","3800","0","Service","1953-07-25","M","409","83"
"749","Grendys","Joseph","","3800","0","Food & Beverage","1961-12-01","M","117","83"
"750","Ingram","Martha","","3800","1","Media & Entertainment","1935-08-20","F","443","83"
"751","Li","Xiang","","3800","0","Automotive","1981-10-01","M","44","21"
"752","Perot","H. Ross","Jr.","3800","0","Real Estate","1958-11-07","M","140","83"
"753","Raheja","Chandru","","3800","0","Real Estate","1940-10-01","M","431","38"
"754","Rees-Jones","Trevor","","3800","0","Energy","1951-08-12","M","140","83"
"755","Shigeta","Yasumitsu","","3800","0","Telecom","1965-02-25","M","645","43"
"756","Su","Qingcan","","3800","0","Healthcare","1969-01-01","M","704","21"
"757","Tsai","Cheng-ta","","3800","0","Finance & Investments","1950-04-01","M","627","75"
"758","Udvar-Hazy","Steven","","3800","0","Service","1946-02-23","M","683","83"
"759","Uihlein","Elizabeth","","3800","0","Manufacturing","1945-07-07","F","330","83"
"760","Uihlein","Richard","","3800","0","Manufacturing","1945-08-27","M","330","83"
"761","Barnard","Hayes","","3700","0","Finance & Investments","1972-02-15","M","28","83"
"762","Berkley","William","","3700","0","Finance & Investments","1946-09-01","M","128","83"
"763","Cohen","Charles","","3700","0","Real Estate","1952-02-08","M","451","83"
"764","Gabay","Yakir","","3700","0","Real Estate","1966-04-13","M","365","23"
"765","Huang","Li","","3700","0","Technology","1963-06-27","M","698","21"
"766","Jacobs","Brad","","3700","0","Logistics","1956-07-01","M","221","83"
"767","Ji","Qi","","3700","0","Real Estate","1966-10-01","M","584","21"
"768","Jiang","Jason","","3700","0","Media & Entertainment","1973-01-01","M","584","67"
"769","Kavanaugh","Jim","","3700","0","Technology","1962-10-17","M","603","83"
"770","LeFrak","Richard","","3700","1","Real Estate","1945-08-29","M","451","83"
"771","Lomtadze","Mikhail","","3700","0","Finance & Investments","1975-10-17","M","14","31"
"772","Morris","Tom","","3700","0","Fashion & Retail","1954-10-02","M","406","82"
"773","Nagamori","Shigenobu","","3700","0","Manufacturing","1944-08-28","M","324","43"
"774","Och","Daniel","","3700","0","Finance & Investments","1961-01-27","M","410","83"
"775","Paulmann","Horst","","3700","1","Fashion & Retail","1935-01-01","M","567","20"
"776","Pritzker","Anthony","","3700","0","Service","1961-01-07","M","369","83"
"777","Sall","John","","3700","0","Technology","1948-04-04","M","99","83"
"778","Schultz","Howard","","3700","0","Food & Beverage","1953-07-19","M","579","83"
"779","Schulze","Richard","","3700","0","Fashion & Retail","1941-01-02","M","442","83"
"780","Tshuva","Yitzhak","","3700","0","Real Estate","1948-07-07","M","446","41"
"781","Wang","Yanqing","","3700","1","Manufacturing","1966-04-07","M","701","21"
"782","Bajaj","Rajiv","","3600","0","Diversified","1966-12-21","M","519","38"
"783","Bajaj","Sanjiv","","3600","0","Diversified","1969-11-02","M","519","38"
"784","Boguslavsky","Leonid","","3600","0","Finance & Investments","1951-06-17","M","187","18"
"785","Coulter","Jim","","3600","0","Finance & Investments","1959-12-01","M","557","83"
"786","D'Ieteren","Nicolas ","","3600","0","Automotive","1975-04-13","M","19","11"
"787","Davila de Santo Domingo","Beatriz","","3600","0","Food & Beverage","1939-03-07","F","658","22"
"788","Gaglardi","Bob","","3600","0","Real Estate","1941-02-19","M","664","18"
"789","Gilinski Bacal","Jaime","","3600","0","Finance & Investments","1957-12-14","M","365","22"
"790","Ho","Pansy","","3600","0","Gambling & Casinos","1962-08-26","F","253","35"
"791","Howard","Alan","","3600","0","Finance & Investments","1963-09-01","M","203","82"
"792","Huang","Yi","","3600","0","Automotive","1962-01-01","M","44","35"
"793","Kellogg","Peter","","3600","0","Finance & Investments","1942-09-01","M","591","83"
"794","Kim","Vyacheslav","","3600","0","Finance & Investments","1969-06-12","M","14","44"
"795","Kushner","Josh","","3600","0","Finance & Investments","1985-06-12","M","452","83"
"796","Lee","Samuel Tak","","3600","0","Real Estate","1939-04-09","M","253","35"
"797","Leong","Edwin","","3600","0","Real Estate","1951-12-04","M","253","35"
"798","Mandel","Stephen","Jr.","3600","0","Finance & Investments","1956-03-12","M","221","83"
"799","Mansour","Mohamed","","3600","0","Diversified","1948-01-23","M","365","26"
"800","Miki","Masahiro","","3600","0","Fashion & Retail","1955-07-26","M","645","43"
"801","Noda","Masahiro","","3600","0","Technology","1938-08-24","M","645","43"
"802","Obrecht","Cliff","","3600","0","Technology","1985-12-28","M","623","5"
"803","Perkins","Melanie","","3600","0","Technology","1987-05-13","F","623","5"
"804","Pritzker","J.B.","","3600","0","Finance & Investments","1965-01-19","M","739","83"
"805","Roig","Juan","","3600","0","Fashion & Retail","1949-10-08","M","663","71"
"806","Speyer","Jerry","","3600","1","Real Estate","1940-06-23","M","451","83"
"807","Stroll","Lawrence","","3600","0","Fashion & Retail","1959-07-11","M","203","18"
"808","Tung","Chee Chen","","3600","0","Logistics","1942-12-15","M","253","35"
"809","Wang","Junlin","","3600","0","Food & Beverage","1962-09-01","M","112","21"
"810","Xia","Zuoquan","","3600","0","Automotive","1962-01-01","M","589","21"
"811","Zeng","Fangqin","","3600","0","Technology","1965-12-25","F","589","21"
"812","Zhang","Jian","","3600","0","Manufacturing","1969-01-01","M","644","21"
"813","Basilico","Rocco","","3500","0","Fashion & Retail","1989-07-11","M","369","42"
"814","Billi","Maurizio","","3500","0","Healthcare","1957-11-22","M","571","14"
"815","Chen","Fashu","","3500","0","Finance & Investments","1960-10-26","M","199","21"
"816","Crippa","Giuseppe","","3500","1","Manufacturing","1935-05-05","M","101","42"
"817","D'Aniello","Daniel","","3500","0","Finance & Investments","1946-09-14","M","670","83"
"818","Del Vecchio","Claudio","","3500","0","Fashion & Retail","1957-02-26","M","435","42"
"819","Del Vecchio","Clemente","","3500","0","Fashion & Retail","2004-05-06","M","412","42"
"820","Del Vecchio","Leonardo Maria","","3500","0","Fashion & Retail","1995-05-06","M","412","42"
"821","Del Vecchio","Luca","","3500","0","Fashion & Retail","2001-08-31","M","412","42"
"822","Del Vecchio","Marisa","","3500","0","Fashion & Retail","1958-07-10","F","539","42"
"823","Del Vecchio","Paola","","3500","0","Fashion & Retail","1961-05-14","F","378","42"
"824","Droege","Walter P.J.","","3500","0","Finance & Investments","1952-11-25","M","162","32"
"825","Fan ","Daidi","","3500","0","Fashion & Retail","1966-01-01","F","705","21"
"826","Gassner","Peter","","3500","0","Technology","1965-02-26","M","503","83"
"827","Gutseriev","Mikhail","","3500","0","Energy","1958-03-09","M","427","66"
"828","Lee","Patrick","","3500","0","Manufacturing","1942-01-01","M","253","35"
"829","Leng","Youbin","","3500","0","Food & Beverage","1969-01-01","M","44","21"
"830","Loeb","Daniel","","3500","0","Finance & Investments","1961-12-18","M","451","83"
"831","Louis-Dreyfus","Margarita","","3500","1","Food & Beverage","1962-06-01","F","145","74"
"832","Prasarttong-Osoth","Prasert","","3500","0","Healthcare","1933-03-26","M","35","77"
"833","Rennert","Ira","","3500","0","Finance & Investments","1934-05-31","M","451","83"
"834","Rossmann","Dirk","","3500","1","Fashion & Retail","1946-09-07","M","371","32"
"835","Rotenberg","Arkady","","3500","0","Construction & Engineering","1951-12-15","M","427","66"
"836","Ruffini","Remo","","3500","0","Fashion & Retail","1961-08-27","M","129","42"
"837","Sartorius-Herbst","Karin","","3500","0","Healthcare","1958-01-01","F","464","32"
"838","Sehgal","Vivek Chaand","","3500","0","Automotive","1956-09-28","M","149","5"
"839","Shleifer","Scott","","3500","0","Finance & Investments","1977-06-14","M","451","83"
"840","Siebel","Thomas","","3500","0","Technology","1952-11-22","M","696","83"
"841","van der Leegte","Wim","","3500","1","Manufacturing","1947-08-23","M","171","55"
"842","Xiao","Yongming","","3500","1","Diversified","1964-07-01","M","44","21"
"843","Xie","Michael","","3500","0","Technology","1969-02-20","M","368","83"
"844","Yang","Shaopeng","","3500","0","Logistics","1958-01-01","M","521","21"
"845","Zampillo","Nicoletta","","3500","0","Fashion & Retail","1958-03-28","F","418","42"
"846","Zekelman","Barry","","3500","0","Manufacturing","1967-01-03","M","693","18"
"847","Ackman","William","","3400","0","Finance & Investments","1966-05-11","M","451","83"
"848","Ahunai","Somphote","","3400","0","Energy","1967-06-01","M","35","77"
"849","Altushkin","Igor","","3400","0","Metals & Mining","1970-09-10","M","714","66"
"850","Ang","Ramon","","3400","0","Food & Beverage","1954-01-14","M","391","61"
"851","Balkrishna","Acharya","","3400","0","Food & Beverage","1972-07-25","M","232","38"
"852","Blocher","Markus","","3400","0","Manufacturing","1971-01-01","M","690","74"
"853","Branson","Richard","","3400","0","Diversified","1950-07-18","M","445","82"
"854","Cho","Jung-ho","","3400","0","Finance & Investments","1958-10-05","M","582","70"
"855","Garavoglia","Alessandra","","3400","0","Food & Beverage","1960-02-06","F","412","42"
"856","Graff","Laurence","","3400","1","Fashion & Retail","1938-06-13","M","224","82"
"857","Hostetter","Amos","Jr.","3400","0","Media & Entertainment","1937-01-12","M","70","83"
"858","Johnson","Robert ","","3400","0","Sports","1947-04-12","M","483","83"
"859","Klinsky","Steven","","3400","0","Finance & Investments","1956-05-30","M","451","83"
"860","Lauder","William","","3400","0","Fashion & Retail","1960-04-11","M","451","83"
"861","Middleton","John","","3400","0","Food & Beverage","1955-03-02","M","86","83"
"862","Mikitani","Hiroshi","","3400","0","Fashion & Retail","1965-03-11","M","645","43"
"863","Parsons","Bob","","3400","0","Technology","1950-11-27","M","578","83"
"864","Ricketts","J. Joe","","3400","1","Finance & Investments","1941-07-16","M","359","83"
"865","Simon","Herb","","3400","0","Real Estate","1934-10-23","M","268","83"
"866","Tewari","Leena","","3400","0","Healthcare","1957-09-03","F","431","38"
"867","von Holtzbrinck","Stefan","","3400","0","Media & Entertainment","1963-05-15","M","615","32"
"868","Wild","Hans Peter","","3400","0","Food & Beverage","1941-06-16","M","734","74"
"869","Wu","Guanjiang","","3400","1","Healthcare","1968-12-21","M","119","21"
"870","Yi","Zheng","","3400","0","Technology","1970-10-15","M","230","21"
"871","Yuan","Eric","","3400","1","Technology","1970-02-20","M","564","83"
"872","Zegar","Charles","","3400","0","Media & Entertainment","1948-02-29","M","451","83"
"873","Altrad","Mohed","","3300","0","Construction & Engineering","1948-03-09","M","425","30"
"874","Arnold","John","","3300","0","Finance & Investments","1974-03-09","M","255","83"
"875","Austin","Bill","","3300","0","Manufacturing","1942-02-25","M","81","83"
"876","Chen","Shibin","","3300","0","Manufacturing","1966-11-01","M","348","21"
"877","Dorrance","Bennett","","3300","0","Food & Beverage","1946-02-09","M","490","83"
"878","Faria","Walter","","3300","0","Food & Beverage","1955-04-01","M","536","14"
"879","Frey","Walter","","3300","0","Automotive","1943-07-30","M","322","74"
"880","Fu","Liquan","","3300","1","Technology","1967-08-01","M","230","21"
"881","Gandel","John","","3300","0","Real Estate","1934-08-13","M","402","5"
"882","Gilgan","Peter","","3300","0","Construction & Engineering","1951-01-01","M","470","18"
"883","Kwek","Leng Beng","","3300","0","Diversified","1941-01-01","M","593","67"
"884","Legorreta","Pablo","","3300","0","Finance & Investments","1963-10-30","M","546","83"
"885","Milchan","Arnon","","3300","0","Media & Entertainment","1944-12-06","M","637","41"
"886","Nitori","Akio","","3300","0","Fashion & Retail","1944-03-05","M","252","43"
"887","Ponce Lerou","Julio","","3300","0","Metals & Mining","1945-11-13","M","567","20"
"888","Riney","Rodger","","3300","1","Finance & Investments","1946-01-01","M","603","83"
"889","Ruffin","Phil","","3300","0","Diversified","1935-03-17","M","339","83"
"890","Sawiris","Naguib","","3300","0","Telecom","1954-06-15","M","93","26"
"891","Shen","Neil","","3300","0","Finance & Investments","1967-12-16","M","253","35"
"892","Shwed","Gil","","3300","0","Technology","1968-06-12","M","637","41"
"893","Smith","Stephen","","3300","0","Finance & Investments","1951-06-02","M","651","18"
"894","Storonsky","Nik","","3300","0","Finance & Investments","1984-07-21","M","365","82"
"895","Talpins","Jeffrey","","3300","0","Finance & Investments","1975-03-06","M","338","83"
"896","Thoma","Carl","","3300","0","Finance & Investments","1948-10-12","M","140","83"
"897","Wanek","Todd","","3300","0","Manufacturing","1964-03-16","M","606","83"
"898","Yasuda","Takao","","3300","0","Fashion & Retail","1949-05-07","M","593","43"
"899","Benetton","Giuliana","","3200","0","Fashion & Retail","1937-07-08","F","652","42"
"900","Benetton","Luciano","","3200","0","Fashion & Retail","1935-05-13","M","505","42"
"901","Bharat Ram","Arun","","3200","0","Manufacturing","1940-11-15","M","149","38"
"902","Burkle","Ron","","3200","0","Finance & Investments","1952-11-12","M","365","83"
"903","Chen","Kaixuan","","3200","0","Manufacturing","1958-05-01","M","225","21"
"904","Cucinelli","Brunello","","3200","1","Fashion & Retail","1953-09-03","M","595","42"
"905","Del Valle Ruiz","Antonio","","3200","1","Manufacturing","1938-08-13","M","408","51"
"906","Denegri","Gustavo","","3200","1","Healthcare","1937-03-17","M","650","42"
"907","Ergen","Charles","","3200","0","Media & Entertainment","1953-03-01","M","151","83"
"908","Filo","David","","3200","0","Technology","1966-04-15","M","485","83"
"909","Fox","Lindsay","","3200","0","Logistics","1937-04-19","M","402","5"
"910","Galitsky","Sergei","","3200","0","Fashion & Retail","1967-08-14","M","314","66"
"911","Gopalakrishnan","Senapathy","","3200","0","Technology","1955-04-05","M","34","38"
"912","Hang","Luciano","","3200","0","Fashion & Retail","1962-10-11","M","84","14"
"913","Hintze","Michael","","3200","0","Finance & Investments","1953-07-27","M","365","5"
"914","Hu","Baifan","","3200","0","Healthcare","1962-10-01","M","587","21"
"915","James","Hamilton","","3200","1","Finance & Investments","1951-08-03","M","451","83"
"916","Lee","Boo-jin","","3200","0","Technology","1970-10-06","F","582","70"
"917","Li","Liangbin","","3200","0","Manufacturing","1967-09-01","M","709","21"
"918","Liang","Feng","","3200","0","Manufacturing","1968-11-22","M","584","21"
"919","Mehta","Samir","","3200","0","Healthcare","1963-09-18","M","9","38"
"920","Mehta","Sudhir","","3200","0","Healthcare","1954-04-10","M","9","38"
"921","Mistakidis","Aristotelis","","3200","0","Metals & Mining","1961-11-21","M","734","33"
"922","Palmer","Geoffrey","","3200","0","Real Estate","1950-05-11","M","54","83"
"923","Penske","Roger","","3200","0","Automotive","1937-02-20","M","61","83"
"924","Pillai","Ravi","","3200","0","Construction & Engineering","1953-09-02","M","158","38"
"925","Rubenstein","David","","3200","0","Finance & Investments","1949-08-11","M","53","83"
"926","Schlosberg","Hilton","","3200","0","Food & Beverage","1953-01-01","M","271","82"
"927","Schulenberg","Klaus-Peter","","3200","0","Service","1951-07-01","M","76","32"
"928","Schusterman","Lynn","","3200","1","Energy","1939-01-21","F","654","83"
"929","Seragnoli","Isabella","","3200","0","Manufacturing","1945-12-23","F","69","42"
"930","Shen","Guojun","","3200","0","Fashion & Retail","1962-07-31","M","44","21"
"931","Stephens","Warren","","3200","0","Finance & Investments","1957-02-18","M","360","83"
"932","Stryker","Pat","","3200","0","Healthcare","1956-04-06","F","188","83"
"933","Trotsenko","Roman","","3200","0","Logistics","1970-09-12","M","427","66"
"934","Tschira","Harald","","3200","0","Technology","1974-04-25","M","236","32"
"935","Tschira","Udo","","3200","0","Technology","1969-09-17","M","688","32"
"936","Viola","Vincent","","3200","0","Finance & Investments","1956-02-12","M","451","83"
"937","Wu","Shaoxun","","3200","0","Food & Beverage","1956-01-01","M","146","21"
"938","Wynn","Steve","","3200","0","Gambling & Casinos","1942-01-27","M","483","83"
"939","Yarbrough","Jon","","3200","0","Gambling & Casinos","1957-05-10","M","193","83"
"940","Zhou","Bajin","","3200","0","Manufacturing","1935-05-01","M","107","21"
"941","Cho","Tak Wong","","3100","0","Manufacturing","1946-05-15","M","196","35"
"942","Coates","John","","3100","0","Gambling & Casinos","1970-01-07","M","613","82"
"943","Cohen","Ryan","","3100","0","Finance & Investments","1985-08-04","M","33","18"
"944","Deng","Wen","","3100","0","Food & Beverage","1968-03-01","M","112","21"
"945","Dhingra","Gurbachan Singh","","3100","0","Manufacturing","1950-04-09","M","149","38"
"946","Dhingra","Kuldip Singh","","3100","0","Manufacturing","1947-09-02","M","149","38"
"947","Ebner","Martin","","3100","0","Finance & Investments","1945-08-01","M","689","74"
"948","Edelstenne","Charles","","3100","0","Manufacturing","1938-01-03","M","492","30"
"949","Gordeev","Sergei","","3100","0","Real Estate","1972-11-22","M","427","66"
"950","Green","Jeff T.","","3100","0","Media & Entertainment","1977-03-30","M","453","83"
"951","Hastings","Reed","","3100","0","Technology","1960-10-08","M","565","83"
"952","Hult","Bertil","","3100","0","Service","1941-02-10","M","373","73"
"953","Krigsner","Miguel","","3100","0","Fashion & Retail","1950-01-09","M","569","14"
"954","Kuok","Khoon Hong","","3100","0","Manufacturing","1950-01-01","M","593","67"
"955","Lauder","Aerin","","3100","0","Fashion & Retail","1970-04-23","F","451","83"
"956","Lavin","Sheldon","","3100","0","Food & Beverage","1932-06-17","M","246","83"
"957","Lee","Yin Yee","","3100","0","Manufacturing","1952-01-01","M","253","21"
"958","Litvinenko","Vladimir","","3100","1","Manufacturing","1955-08-14","M","549","66"
"959","Mate","Daniel","","3100","0","Metals & Mining","1963-06-02","M","292","71"
"960","Modi","Ravi","","3100","0","Fashion & Retail","1977-03-13","M","312","38"
"961","Moshiri","Farhad","","3100","0","Diversified","1955-05-18","M","418","82"
"962","Nelson","Jonathan","","3100","0","Finance & Investments","1956-05-18","M","516","83"
"963","Or","Wai Sheun","","3100","0","Real Estate","1951-06-01","M","253","35"
"964","Otto-Bernstein","Katharina","","3100","0","Real Estate","1964-01-01","F","451","32"
"965","Popov","Sergei","","3100","0","Finance & Investments","1971-08-12","M","658","66"
"966","Pritzker","Penny","","3100","0","Finance & Investments","1959-05-02","F","117","83"
"967","Rachmat","Theodore","","3100","0","Diversified","1943-12-15","M","278","39"
"968","Rosso","Renzo","","3100","1","Fashion & Retail","1955-09-15","M","40","42"
"969","Springer","Friede","","3100","0","Media & Entertainment","1942-08-15","F","52","32"
"970","Tong Liu","Rita","","3100","0","Real Estate","1948-06-29","F","253","35"
"971","Turlov","Timur","","3100","0","Finance & Investments","1987-11-13","M","14","44"
"972","VanderSloot","Frank","","3100","0","Fashion & Retail","1948-08-14","M","264","83"
"973","Yoo","Jung-hyun","","3100","0","Media & Entertainment","1969-04-16","F","279","70"
"974","Al Ghurair","Abdulla bin Ahmad","","3000","1","Diversified","1960-01-10","M","158","81"
"975","Arsel","Semahat Sevim","","3000","0","Diversified","1928-09-08","F","274","78"
"976","Berggruen","Nicolas","","3000","0","Real Estate","1961-08-10","M","54","83"
"977","Bishop","George","","3000","0","Energy","1937-10-06","M","642","83"
"978","Braman","Norman","","3000","0","Automotive","1932-08-22","M","409","83"
"979","Bucher-Haefner","Eva Maria","","3000","0","Technology","1957-01-01","F","735","74"
"980","Cai","Dongchen","","3000","0","Healthcare","1953-02-01","M","372","21"
"981","Cayard","Jean-Pierre","","3000","0","Food & Beverage","1943-01-01","M","492","30"
"982","Chan","Tan Ching-fen","","3000","0","Real Estate","1954-01-01","F","253","35"
"983","Christopher","Todd","","3000","0","Fashion & Retail","1962-10-08","M","123","83"
"984","Chu","Mang Yee","","3000","1","Real Estate","1960-01-01","M","225","21"
"985","Conway","William","Jr.","3000","0","Finance & Investments","1949-08-27","M","399","83"
"986","Coutu","Jean","","3000","1","Fashion & Retail","1927-05-29","M","426","18"
"987","DeBartolo","Edward","Jr.","3000","0","Real Estate","1946-11-06","M","630","83"
"988","Deckoff","Stephen","","3000","0","Finance & Investments","1965-11-04","M","602","83"
"989","Feng","Hailiang","","3000","0","Metals & Mining","1960-10-01","M","732","21"
"990","Garcia","Ernest","II.","3000","0","Automotive","1957-05-21","M","638","83"
"991","Goi","Sam","","3000","0","Food & Beverage","1946-12-28","M","593","67"
"992","Hank Rhon","Carlos","","3000","0","Diversified","1947-12-10","M","408","51"
"993","Holland","Susan Carol","","3000","0","Manufacturing","1956-05-27","F","412","42"
