"personId","last_name","first_name","wealth_millions","conglomorate","industry","birth_date","gender","cityID","citizenshipID","name_suffix"
"639","Ilitch","Marian","4300","0","Food & Beverage","1/7/1933","F","57","83",""
"640","Katz","Daryl","4300","0","Diversified","9/1/1961","M","170","18",""
"641","Kozitsyn","Andrei","4300","0","Metals & Mining","6/9/1960","M","667","66",""
"642","Kulibaev","Timur","4300","0","Finance & Investments","9/10/1966","M","14","44",""
"643","Kulibaeva","Dinara","4300","0","Finance & Investments","8/19/1967","F","14","44",""
"644","Meyer","Gwendolyn Sontheim","4300","0","Food & Beverage","10/27/1961","F","525","83",""
"645","Paul","Jay","4300","0","Real Estate","7/8/1947","M","557","83",""
"646","Pham","Nhat Vuong","4300","0","Diversified","8/5/1968","M","231","87",""
"647","Stryker","Jon","4300","0","Healthcare","5/3/1958","M","451","83",""
"648","Tsai","Daniel","4300","0","Finance & Investments","4/25/1956","M","627","75",""
"649","Tsai","Richard","4300","0","Finance & Investments","6/2/1957","M","627","75",""
"650","Wang","Frank","4300","0","Technology","10/30/1980","M","589","21",""
"651","Wang","Junshi","4300","1","Manufacturing","1/1/1949","M","459","21",""
"652","Wang","Wenjing","4300","0","Technology","12/5/1964","M","44","21",""
"653","Wertheim","Herbert","4300","0","Finance & Investments","5/23/1939","M","131","83",""
"654","Arison","Shari","4200","0","Service","9/9/1957","F","637","41",""
"655","Aven","Pyotr","4200","0","Finance & Investments","3/16/1955","M","657","66",""
"656","Chan","Laiwa","4200","1","Real Estate","1/1/1941","F","44","21",""
"657","Chen","Hua","4200","0","Real Estate","1/1/1966","M","589","21",""
"658","Hagen","Thomas","4200","0","Finance & Investments","1/1/1936","M","178","83",""
"659","Johnson","Rupert","4200","0","Finance & Investments","8/10/1940","M","91","83","Jr."
"660","Kam","Dewi","4200","0","Energy","7/23/1950","F","278","39",""
"661","Kao","Min","4200","1","Technology","1/10/1949","M","342","83",""
"662","Ladreit de Lacharriere","Marc","4200","0","Finance & Investments","11/6/1940","M","492","30",""
"663","Lefkofsky","Eric","4200","0","Technology","9/2/1969","M","206","83",""
"664","Lin","Bin","4200","0","Technology","2/1/1968","M","589","83",""
"665","Lin","Li","4200","0","Finance & Investments","5/1/1963","M","589","21",""
"666","Moritz","Michael","4200","0","Technology","9/12/1954","M","557","83",""
"667","Pritzker","Jean (Gigi)","4200","0","Service","7/1/1962","F","369","83",""
"668","Shoen","E. Joe","4200","0","Automotive","10/28/1949","M","500","83",""
"669","Skoll","Jeff","4200","0","Technology","1/16/1965","M","369","83",""
"670","Snyder","Lynsi","4200","0","Food & Beverage","5/5/1982","F","207","83",""
"671","Susanto","Djoko","4200","0","Fashion & Retail","2/9/1950","M","278","39",""
"672","Tahir","Muhammad","4200","1","Diversified","3/26/1952","M","278","39",""
"673","Thiel","Peter","4200","0","Finance & Investments","10/11/1967","M","369","83",""
"674","Babis","Andrej","4100","0","Food & Beverage","9/2/1954","M","514","24",""
"675","Bellon","Danielle","4100","1","Service","2/8/1940","F","492","30",""
"676","Burda","Hubert","4100","0","Media & Entertainment","2/9/1940","M","432","32",""
"677","Caporella","Nick","4100","0","Food & Beverage","1/15/1936","M","502","83",""
"678","Catsimatidis","John","4100","0","Energy","9/7/1948","M","451","83",""
"679","Cook","Scott","4100","0","Technology","7/26/1952","M","695","83",""
"680","Garavoglia","Luca","4100","0","Food & Beverage","2/27/1969","M","412","42",""
"681","Herlin","Antti","4100","0","Manufacturing","11/14/1956","M","306","29",""
"682","Hong","Jie","4100","0","Manufacturing","10/1/1967","M","520","21",""
"683","Jacobs","Jeremy","4100","1","Service","1/21/1940","M","163","83",""
"684","Kesaev","Igor","4100","0","Fashion & Retail","10/30/1966","M","427","66",""
"685","Malone","Mary Alice Dorrance","4100","0","Food & Beverage","2/3/1950","F","125","83",""
"686","Moreira Salles","Joao","4100","0","Diversified","1/1/1962","M","536","14",""
"687","Moreira Salles Junior","Walther","4100","0","Finance & Investments","4/12/1956","M","536","14",""
"688","Moreno","Arturo","4100","0","Sports","8/14/1946","M","500","83",""
"689","Spuhler","Peter","4100","0","Manufacturing","9/1/1959","M","678","74",""
"690","Sterling","Donald","4100","0","Real Estate","4/26/1934","M","54","83",""
"691","Stokes","Kerry","4100","0","Diversified","9/13/1940","M","495","5",""
"692","Xie","Ken","4100","0","Technology","1/26/1963","M","368","83",""
"693","Xie","Liangzhi","4100","1","Healthcare","1/1/1966","M","44","21",""
"694","Bass","Sid","4000","0","Energy","4/9/1942","M","190","83",""
"695","Chestnut","Ben","4000","0","Technology","6/15/1974","M","24","83",""
"696","DeLuca","Elisabeth","4000","1","Food & Beverage","7/25/1947","F","657","83",""
"697","Guo","Guangchang","4000","0","Diversified","2/16/1967","M","584","21",""
"698","Gupta","Vinod Rai","4000","0","Manufacturing","9/15/1945","F","149","38",""
"699","Henry","John","4000","0","Sports","9/13/1949","M","67","83",""
"700","Kalanick","Travis","4000","0","Technology","8/6/1976","M","369","83",""
"701","Koon","Poh Keong","4000","0","Manufacturing","4/25/1961","M","496","50",""
"702","Kurzius","Dan","4000","0","Technology","12/1/1971","M","24","83",""
"703","Lee","Paul","4000","0","Manufacturing","1/1/1958","M","724","83",""
"704","Lutke","Tobi","4000","0","Technology","7/16/1980","M","479","18",""
"705","Miller","Gail","4000","0","Automotive","10/14/1943","F","551","83",""
"706","Mittal","Rajan","4000","0","Telecom","1/5/1960","M","149","38",""
"707","Mittal","Rakesh","4000","0","Telecom","9/18/1955","M","149","38",""
"708","Perlmutter","Isaac","4000","0","Media & Entertainment","12/1/1942","M","483","83",""
"709","Saul","Bernard","4000","0","Finance & Investments","4/15/1932","M","115","83","II."
"710","Shani","Shaul","4000","0","Telecom","1/1/1955","M","412","41",""
"711","Spielberg","Steven","4000","0","Media & Entertainment","12/18/1946","M","481","83",""
"712","Starak","Jerzy","4000","0","Healthcare","12/12/1947","M","313","62",""
"713","Tornqvist","Torbjorn","4000","0","Energy","11/8/1953","M","203","73",""
"714","Vigil Gonzalez","Rufino","4000","0","Metals & Mining","6/1/1948","M","408","51",""
"715","Zhang","Daocai","4000","0","Diversified","1/1/1950","M","587","21",""
"716","Blickle","Juergen","3900","0","Manufacturing","1/1/1947","M","82","32",""
"717","Cargill","Austen","3900","0","Food & Beverage","3/9/1951","M","362","83","II."
"718","Cargill","James","3900","0","Food & Beverage","4/7/1949","M","60","83","II."
"719","Chaiyawan","Vanich","3900","0","Finance & Investments","1/1/1932","M","35","77",""
"720","Chen","Dongsheng","3900","0","Finance & Investments","12/1/1957","M","44","21",""
"721","Chung","Mong-Koo","3900","0","Automotive","3/19/1938","M","582","70",""
"722","Dart","Kenneth","3900","0","Finance & Investments","4/21/1955","M","204","12",""
"723","De'Longhi","Giuseppe","3900","1","Fashion & Retail","4/24/1939","M","651","42",""
"724","Fielmann","Guenther","3900","1","Healthcare","9/17/1939","M","228","32",""
"725","Hunt","W. Herbert","3900","0","Energy","3/6/1929","M","140","83",""
"726","Irsay","James","3900","0","Sports","6/13/1959","M","98","83",""
"727","Jaruphnit","Somurai","3900","0","Diversified","1/1/1949","F","35","77",""
"728","Liebmann","Marianne","3900","0","Food & Beverage","7/11/1953","F","73","83",""
"729","Moll Filho","Jorge","3900","1","Healthcare","1/1/1945","M","536","14",""
"730","Moreira Salles","Fernando Roberto","3900","0","Diversified","5/29/1946","M","571","14",""
"731","Moreira Salles","Pedro","3900","0","Diversified","10/20/1959","M","571","14",""
"732","Newell","Gabe","3900","0","Gambling & Casinos","11/3/1962","M","579","83",""
"733","Oetker","Alfred","3900","0","Fashion & Retail","1/1/1967","M","55","32",""
"734","Oetker","Carl Ferdinand","3900","0","Fashion & Retail","10/3/1972","M","55","32",""
"735","Oetker","Julia","3900","0","Fashion & Retail","1/26/1979","F","55","32",""
"736","Ruan","Hongliang","3900","1","Manufacturing","1/1/1961","M","282","21",""
"737","Stevens","Mark","3900","0","Finance & Investments","2/17/1960","M","610","83",""
"738","Tsai","Hong-tu","3900","0","Finance & Investments","8/1/1952","M","627","75",""
"739","Wadia","Nusli","3900","0","Food & Beverage","2/15/1944","M","431","38",""
"740","Wu","Yiling","3900","0","Healthcare","10/24/1949","M","590","21",""
"741","Yu","Renrong","3900","0","Manufacturing","4/1/1966","M","459","21",""
"742","Zhu","Baoguo","3900","1","Healthcare","4/25/1962","M","589","21",""
"743","Bhatia","Rahul","3800","0","Service","6/10/1959","M","149","38",""
"744","Caltagirone","Francesco Gaetano","3800","0","Construction & Engineering","3/21/1943","M","539","42",""
"745","Diller","Barry","3800","0","Media & Entertainment","2/2/1942","M","451","83",""
"746","Edens","Wesley","3800","0","Finance & Investments","10/31/1961","M","451","83",""
"747","Feinberg","Stephen","3800","0","Finance & Investments","3/29/1960","M","451","83",""
"748","Gangwal","Rakesh","3800","0","Service","7/25/1953","M","409","83",""
"749","Grendys","Joseph","3800","0","Food & Beverage","12/1/1961","M","117","83",""
"750","Ingram","Martha","3800","1","Media & Entertainment","8/20/1935","F","443","83",""
"751","Li","Xiang","3800","0","Automotive","10/1/1981","M","44","21",""
"752","Perot","H. Ross","3800","0","Real Estate","11/7/1958","M","140","83","Jr."
"753","Raheja","Chandru","3800","0","Real Estate","10/1/1940","M","431","38",""
"754","Rees-Jones","Trevor","3800","0","Energy","8/12/1951","M","140","83",""
"755","Shigeta","Yasumitsu","3800","0","Telecom","2/25/1965","M","645","43",""
"756","Su","Qingcan","3800","0","Healthcare","1/1/1969","M","703","21",""
"757","Tsai","Cheng-ta","3800","0","Finance & Investments","4/1/1950","M","627","75",""
"758","Udvar-Hazy","Steven","3800","0","Service","2/23/1946","M","682","83",""
"759","Uihlein","Elizabeth","3800","0","Manufacturing","7/7/1945","F","330","83",""
"760","Uihlein","Richard","3800","0","Manufacturing","8/27/1945","M","330","83",""
"761","Barnard","Hayes","3700","0","Finance & Investments","2/15/1972","M","28","83",""
"762","Berkley","William","3700","0","Finance & Investments","9/1/1946","M","128","83",""
"763","Cohen","Charles","3700","0","Real Estate","2/8/1952","M","451","83",""
"764","Gabay","Yakir","3700","0","Real Estate","4/13/1966","M","365","23",""
"765","Huang","Li","3700","0","Technology","6/27/1963","M","697","21",""
"766","Jacobs","Brad","3700","0","Logistics","7/1/1956","M","221","83",""
"767","Ji","Qi","3700","0","Real Estate","10/1/1966","M","584","21",""
"768","Jiang","Jason","3700","0","Media & Entertainment","1/1/1973","M","584","67",""
"769","Kavanaugh","Jim","3700","0","Technology","10/17/1962","M","603","83",""
"770","LeFrak","Richard","3700","1","Real Estate","8/29/1945","M","451","83",""
"771","Lomtadze","Mikhail","3700","0","Finance & Investments","10/17/1975","M","14","31",""
"772","Morris","Tom","3700","0","Fashion & Retail","10/2/1954","M","406","82",""
"773","Nagamori","Shigenobu","3700","0","Manufacturing","8/28/1944","M","324","43",""
"774","Och","Daniel","3700","0","Finance & Investments","1/27/1961","M","410","83",""
"775","Paulmann","Horst","3700","1","Fashion & Retail","1/1/1935","M","567","20",""
"776","Pritzker","Anthony","3700","0","Service","1/7/1961","M","369","83",""
"777","Sall","John","3700","0","Technology","4/4/1948","M","99","83",""
"778","Schultz","Howard","3700","0","Food & Beverage","7/19/1953","M","579","83",""
"779","Schulze","Richard","3700","0","Fashion & Retail","1/2/1941","M","442","83",""
"780","Tshuva","Yitzhak","3700","0","Real Estate","7/7/1948","M","446","41",""
"781","Wang","Yanqing","3700","1","Manufacturing","4/7/1966","M","700","21",""
"782","Bajaj","Rajiv","3600","0","Diversified","12/21/1966","M","519","38",""
"783","Bajaj","Sanjiv","3600","0","Diversified","11/2/1969","M","519","38",""
"784","Boguslavsky","Leonid","3600","0","Finance & Investments","6/17/1951","M","187","18",""
"785","Coulter","Jim","3600","0","Finance & Investments","12/1/1959","M","557","83",""
"786","D'Ieteren","Nicolas ","3600","0","Automotive","4/13/1975","M","19","11",""
"787","Davila de Santo Domingo","Beatriz","3600","0","Food & Beverage","3/7/1939","F","657","22",""
"788","Gaglardi","Bob","3600","0","Real Estate","2/19/1941","M","663","18",""
"789","Gilinski Bacal","Jaime","3600","0","Finance & Investments","12/14/1957","M","365","22",""
"790","Ho","Pansy","3600","0","Gambling & Casinos","8/26/1962","F","253","35",""
"791","Howard","Alan","3600","0","Finance & Investments","9/1/1963","M","203","82",""
"792","Huang","Yi","3600","0","Automotive","1/1/1962","M","44","35",""
"793","Kellogg","Peter","3600","0","Finance & Investments","9/1/1942","M","591","83",""
"794","Kim","Vyacheslav","3600","0","Finance & Investments","6/12/1969","M","14","44",""
"795","Kushner","Josh","3600","0","Finance & Investments","6/12/1985","M","452","83",""
"796","Lee","Samuel Tak","3600","0","Real Estate","4/9/1939","M","253","35",""
"797","Leong","Edwin","3600","0","Real Estate","12/4/1951","M","253","35",""
"798","Mandel","Stephen","3600","0","Finance & Investments","3/12/1956","M","221","83","Jr."
"799","Mansour","Mohamed","3600","0","Diversified","1/23/1948","M","365","26",""
"800","Miki","Masahiro","3600","0","Fashion & Retail","7/26/1955","M","645","43",""
"801","Noda","Masahiro","3600","0","Technology","8/24/1938","M","645","43",""
"802","Obrecht","Cliff","3600","0","Technology","12/28/1985","M","623","5",""
"803","Perkins","Melanie","3600","0","Technology","5/13/1987","F","623","5",""
"804","Pritzker","J.B.","3600","0","Finance & Investments","1/19/1965","M","739","83",""
"805","Roig","Juan","3600","0","Fashion & Retail","10/8/1949","M","662","71",""
"806","Speyer","Jerry","3600","1","Real Estate","6/23/1940","M","451","83",""
"807","Stroll","Lawrence","3600","0","Fashion & Retail","7/11/1959","M","203","18",""
"808","Tung","Chee Chen","3600","0","Logistics","12/15/1942","M","253","35",""
"809","Wang","Junlin","3600","0","Food & Beverage","9/1/1962","M","112","21",""
"810","Xia","Zuoquan","3600","0","Automotive","1/1/1962","M","589","21",""
"811","Zeng","Fangqin","3600","0","Technology","12/25/1965","F","589","21",""
"812","Zhang","Jian","3600","0","Manufacturing","1/1/1969","M","644","21",""
"813","Basilico","Rocco","3500","0","Fashion & Retail","7/11/1989","M","369","42",""
"814","Billi","Maurizio","3500","0","Healthcare","11/22/1957","M","571","14",""
"815","Chen","Fashu","3500","0","Finance & Investments","10/26/1960","M","199","21",""
"816","Crippa","Giuseppe","3500","1","Manufacturing","5/5/1935","M","101","42",""
"817","D'Aniello","Daniel","3500","0","Finance & Investments","9/14/1946","M","669","83",""
"818","Del Vecchio","Claudio","3500","0","Fashion & Retail","2/26/1957","M","435","42",""
"819","Del Vecchio","Clemente","3500","0","Fashion & Retail","5/6/2004","M","412","42",""
"820","Del Vecchio","Leonardo Maria","3500","0","Fashion & Retail","5/6/1995","M","412","42",""
"821","Del Vecchio","Luca","3500","0","Fashion & Retail","8/31/2001","M","412","42",""
"822","Del Vecchio","Marisa","3500","0","Fashion & Retail","7/10/1958","F","539","42",""
"823","Del Vecchio","Paola","3500","0","Fashion & Retail","5/14/1961","F","378","42",""
"824","Droege","Walter P.J.","3500","0","Finance & Investments","11/25/1952","M","162","32",""
"825","Fan ","Daidi","3500","0","Fashion & Retail","1/1/1966","F","704","21",""
"826","Gassner","Peter","3500","0","Technology","2/26/1965","M","503","83",""
"827","Gutseriev","Mikhail","3500","0","Energy","3/9/1958","M","427","66",""
"828","Lee","Patrick","3500","0","Manufacturing","1/1/1942","M","253","35",""
"829","Leng","Youbin","3500","0","Food & Beverage","1/1/1969","M","44","21",""
"830","Loeb","Daniel","3500","0","Finance & Investments","12/18/1961","M","451","83",""
"831","Louis-Dreyfus","Margarita","3500","1","Food & Beverage","6/1/1962","F","145","74",""
"832","Prasarttong-Osoth","Prasert","3500","0","Healthcare","3/26/1933","M","35","77",""
"833","Rennert","Ira","3500","0","Finance & Investments","5/31/1934","M","451","83",""
"834","Rossmann","Dirk","3500","1","Fashion & Retail","9/7/1946","M","371","32",""
"835","Rotenberg","Arkady","3500","0","Construction & Engineering","12/15/1951","M","427","66",""
"836","Ruffini","Remo","3500","0","Fashion & Retail","8/27/1961","M","129","42",""
"837","Sartorius-Herbst","Karin","3500","0","Healthcare","1/1/1958","F","464","32",""
"838","Sehgal","Vivek Chaand","3500","0","Automotive","9/28/1956","M","149","5",""
"839","Shleifer","Scott","3500","0","Finance & Investments","6/14/1977","M","451","83",""
"840","Siebel","Thomas","3500","0","Technology","11/22/1952","M","695","83",""
"841","van der Leegte","Wim","3500","1","Manufacturing","8/23/1947","M","171","55",""
"842","Xiao","Yongming","3500","1","Diversified","7/1/1964","M","44","21",""
"843","Xie","Michael","3500","0","Technology","2/20/1969","M","368","83",""
"844","Yang","Shaopeng","3500","0","Logistics","1/1/1958","M","521","21",""
"845","Zampillo","Nicoletta","3500","0","Fashion & Retail","3/28/1958","F","418","42",""
"846","Zekelman","Barry","3500","0","Manufacturing","1/3/1967","M","692","18",""
"847","Ackman","William","3400","0","Finance & Investments","5/11/1966","M","451","83",""
"848","Ahunai","Somphote","3400","0","Energy","6/1/1967","M","35","77",""
"849","Altushkin","Igor","3400","0","Metals & Mining","9/10/1970","M","713","66",""
"850","Ang","Ramon","3400","0","Food & Beverage","1/14/1954","M","391","61",""
"851","Balkrishna","Acharya","3400","0","Food & Beverage","7/25/1972","M","232","38",""
"852","Blocher","Markus","3400","0","Manufacturing","1/1/1971","M","689","74",""
"853","Branson","Richard","3400","0","Diversified","7/18/1950","M","445","82",""
"854","Cho","Jung-ho","3400","0","Finance & Investments","10/5/1958","M","582","70",""
"855","Garavoglia","Alessandra","3400","0","Food & Beverage","2/6/1960","F","412","42",""
"856","Graff","Laurence","3400","1","Fashion & Retail","6/13/1938","M","224","82",""
"857","Hostetter","Amos","3400","0","Media & Entertainment","1/12/1937","M","70","83","Jr."
"858","Johnson","Robert ","3400","0","Sports","4/12/1947","M","483","83",""
"859","Klinsky","Steven","3400","0","Finance & Investments","5/30/1956","M","451","83",""
"860","Lauder","William","3400","0","Fashion & Retail","4/11/1960","M","451","83",""
"861","Middleton","John","3400","0","Food & Beverage","3/2/1955","M","86","83",""
"862","Mikitani","Hiroshi","3400","0","Fashion & Retail","3/11/1965","M","645","43",""
"863","Parsons","Bob","3400","0","Technology","11/27/1950","M","578","83",""
"864","Ricketts","J. Joe","3400","1","Finance & Investments","7/16/1941","M","359","83",""
"865","Simon","Herb","3400","0","Real Estate","10/23/1934","M","268","83",""
"866","Tewari","Leena","3400","0","Healthcare","9/3/1957","F","431","38",""
"867","von Holtzbrinck","Stefan","3400","0","Media & Entertainment","5/15/1963","M","615","32",""
"868","Wild","Hans Peter","3400","0","Food & Beverage","6/16/1941","M","733","74",""
"869","Wu","Guanjiang","3400","1","Healthcare","12/21/1968","M","119","21",""
"870","Yi","Zheng","3400","0","Technology","10/15/1970","M","230","21",""
"871","Yuan","Eric","3400","1","Technology","2/20/1970","M","564","83",""
"872","Zegar","Charles","3400","0","Media & Entertainment","2/29/1948","M","451","83",""
"873","Altrad","Mohed","3300","0","Construction & Engineering","3/9/1948","M","425","30",""
"874","Arnold","John","3300","0","Finance & Investments","3/9/1974","M","255","83",""
"875","Austin","Bill","3300","0","Manufacturing","2/25/1942","M","81","83",""
"876","Chen","Shibin","3300","0","Manufacturing","11/1/1966","M","348","21",""
"877","Dorrance","Bennett","3300","0","Food & Beverage","2/9/1946","M","490","83",""
"878","Faria","Walter","3300","0","Food & Beverage","4/1/1955","M","536","14",""
"879","Frey","Walter","3300","0","Automotive","7/30/1943","M","322","74",""
"880","Fu","Liquan","3300","1","Technology","8/1/1967","M","230","21",""
"881","Gandel","John","3300","0","Real Estate","8/13/1934","M","402","5",""
"882","Gilgan","Peter","3300","0","Construction & Engineering","1/1/1951","M","470","18",""
"883","Kwek","Leng Beng","3300","0","Diversified","1/1/1941","M","593","67",""
"884","Legorreta","Pablo","3300","0","Finance & Investments","10/30/1963","M","546","83",""
"885","Milchan","Arnon","3300","0","Media & Entertainment","12/6/1944","M","637","41",""
"886","Nitori","Akio","3300","0","Fashion & Retail","3/5/1944","M","252","43",""
"887","Ponce Lerou","Julio","3300","0","Metals & Mining","11/13/1945","M","567","20",""
"888","Riney","Rodger","3300","1","Finance & Investments","1/1/1946","M","603","83",""
"889","Ruffin","Phil","3300","0","Diversified","3/17/1935","M","339","83",""
"890","Sawiris","Naguib","3300","0","Telecom","6/15/1954","M","93","26",""
"891","Shen","Neil","3300","0","Finance & Investments","12/16/1967","M","253","35",""
"892","Shwed","Gil","3300","0","Technology","6/12/1968","M","637","41",""
"893","Smith","Stephen","3300","0","Finance & Investments","6/2/1951","M","650","18",""
"894","Storonsky","Nik","3300","0","Finance & Investments","7/21/1984","M","365","82",""
"895","Talpins","Jeffrey","3300","0","Finance & Investments","3/6/1975","M","338","83",""
"896","Thoma","Carl","3300","0","Finance & Investments","10/12/1948","M","140","83",""
"897","Wanek","Todd","3300","0","Manufacturing","3/16/1964","M","606","83",""
"898","Yasuda","Takao","3300","0","Fashion & Retail","5/7/1949","M","593","43",""
"899","Benetton","Giuliana","3200","0","Fashion & Retail","7/8/1937","F","651","42",""
"900","Benetton","Luciano","3200","0","Fashion & Retail","5/13/1935","M","505","42",""
"901","Bharat Ram","Arun","3200","0","Manufacturing","11/15/1940","M","149","38",""
"902","Burkle","Ron","3200","0","Finance & Investments","11/12/1952","M","365","83",""
"903","Chen","Kaixuan","3200","0","Manufacturing","5/1/1958","M","225","21",""
"904","Cucinelli","Brunello","3200","1","Fashion & Retail","9/3/1953","M","595","42",""
"905","Del Valle Ruiz","Antonio","3200","1","Manufacturing","8/13/1938","M","408","51",""
"906","Denegri","Gustavo","3200","1","Healthcare","3/17/1937","M","735","42",""
"907","Ergen","Charles","3200","0","Media & Entertainment","3/1/1953","M","151","83",""
"908","Filo","David","3200","0","Technology","4/15/1966","M","485","83",""
"909","Fox","Lindsay","3200","0","Logistics","4/19/1937","M","402","5",""
"910","Galitsky","Sergei","3200","0","Fashion & Retail","8/14/1967","M","314","66",""
"911","Gopalakrishnan","Senapathy","3200","0","Technology","4/5/1955","M","34","38",""
"912","Hang","Luciano","3200","0","Fashion & Retail","10/11/1962","M","84","14",""
"913","Hintze","Michael","3200","0","Finance & Investments","7/27/1953","M","365","5",""
"914","Hu","Baifan","3200","0","Healthcare","10/1/1962","M","587","21",""
"915","James","Hamilton","3200","1","Finance & Investments","8/3/1951","M","451","83",""
"916","Lee","Boo-jin","3200","0","Technology","10/6/1970","F","582","70",""
"917","Li","Liangbin","3200","0","Manufacturing","9/1/1967","M","708","21",""
"918","Liang","Feng","3200","0","Manufacturing","11/22/1968","M","584","21",""
"919","Mehta","Samir","3200","0","Healthcare","9/18/1963","M","9","38",""
"920","Mehta","Sudhir","3200","0","Healthcare","4/10/1954","M","9","38",""
"921","Mistakidis","Aristotelis","3200","0","Metals & Mining","11/21/1961","M","733","33",""
"922","Palmer","Geoffrey","3200","0","Real Estate","5/11/1950","M","54","83",""
"923","Penske","Roger","3200","0","Automotive","2/20/1937","M","61","83",""
"924","Pillai","Ravi","3200","0","Construction & Engineering","9/2/1953","M","158","38",""
"925","Rubenstein","David","3200","0","Finance & Investments","8/11/1949","M","53","83",""
"926","Schlosberg","Hilton","3200","0","Food & Beverage","1/1/1953","M","271","82",""
"927","Schulenberg","Klaus-Peter","3200","0","Service","7/1/1951","M","76","32",""
"928","Schusterman","Lynn","3200","1","Energy","1/21/1939","F","653","83",""
"929","Seragnoli","Isabella","3200","0","Manufacturing","12/23/1945","F","69","42",""
"930","Shen","Guojun","3200","0","Fashion & Retail","7/31/1962","M","44","21",""
"931","Stephens","Warren","3200","0","Finance & Investments","2/18/1957","M","360","83",""
"932","Stryker","Pat","3200","0","Healthcare","4/6/1956","F","188","83",""
"933","Trotsenko","Roman","3200","0","Logistics","9/12/1970","M","427","66",""
"934","Tschira","Harald","3200","0","Technology","4/25/1974","M","236","32",""
"935","Tschira","Udo","3200","0","Technology","9/17/1969","M","687","32",""
"936","Viola","Vincent","3200","0","Finance & Investments","2/12/1956","M","451","83",""
"937","Wu","Shaoxun","3200","0","Food & Beverage","1/1/1956","M","146","21",""
"938","Wynn","Steve","3200","0","Gambling & Casinos","1/27/1942","M","483","83",""
"939","Yarbrough","Jon","3200","0","Gambling & Casinos","5/10/1957","M","193","83",""
"940","Zhou","Bajin","3200","0","Manufacturing","5/1/1935","M","107","21",""
"941","Cho","Tak Wong","3100","0","Manufacturing","5/15/1946","M","196","35",""
"942","Coates","John","3100","0","Gambling & Casinos","1/7/1970","M","613","82",""
"943","Cohen","Ryan","3100","0","Finance & Investments","8/4/1985","M","33","18",""
"944","Deng","Wen","3100","0","Food & Beverage","3/1/1968","M","112","21",""
"945","Dhingra","Gurbachan Singh","3100","0","Manufacturing","4/9/1950","M","149","38",""
"946","Dhingra","Kuldip Singh","3100","0","Manufacturing","9/2/1947","M","149","38",""
"947","Ebner","Martin","3100","0","Finance & Investments","8/1/1945","M","688","74",""
"948","Edelstenne","Charles","3100","0","Manufacturing","1/3/1938","M","492","30",""
"949","Gordeev","Sergei","3100","0","Real Estate","11/22/1972","M","427","66",""
"950","Green","Jeff T.","3100","0","Media & Entertainment","3/30/1977","M","453","83",""
"951","Hastings","Reed","3100","0","Technology","10/8/1960","M","565","83",""
"952","Hult","Bertil","3100","0","Service","2/10/1941","M","373","73",""
"953","Krigsner","Miguel","3100","0","Fashion & Retail","1/9/1950","M","569","14",""
"954","Kuok","Khoon Hong","3100","0","Manufacturing","1/1/1950","M","593","67",""
"955","Lauder","Aerin","3100","0","Fashion & Retail","4/23/1970","F","451","83",""
"956","Lavin","Sheldon","3100","0","Food & Beverage","6/17/1932","M","246","83",""
"957","Lee","Yin Yee","3100","0","Manufacturing","1/1/1952","M","253","21",""
"958","Litvinenko","Vladimir","3100","1","Manufacturing","8/14/1955","M","549","66",""
"959","Mate","Daniel","3100","0","Metals & Mining","6/2/1963","M","292","71",""
"960","Modi","Ravi","3100","0","Fashion & Retail","3/13/1977","M","312","38",""
"961","Moshiri","Farhad","3100","0","Diversified","5/18/1955","M","418","82",""
"962","Nelson","Jonathan","3100","0","Finance & Investments","5/18/1956","M","516","83",""
"963","Or","Wai Sheun","3100","0","Real Estate","6/1/1951","M","253","35",""
"964","Otto-Bernstein","Katharina","3100","0","Real Estate","1/1/1964","F","451","32",""
"965","Popov","Sergei","3100","0","Finance & Investments","8/12/1971","M","657","66",""
"966","Pritzker","Penny","3100","0","Finance & Investments","5/2/1959","F","117","83",""
"967","Rachmat","Theodore","3100","0","Diversified","12/15/1943","M","278","39",""
"968","Rosso","Renzo","3100","1","Fashion & Retail","9/15/1955","M","40","42",""
"969","Springer","Friede","3100","0","Media & Entertainment","8/15/1942","F","52","32",""
"970","Tong Liu","Rita","3100","0","Real Estate","6/29/1948","F","253","35",""
"971","Turlov","Timur","3100","0","Finance & Investments","11/13/1987","M","14","44",""
"972","VanderSloot","Frank","3100","0","Fashion & Retail","8/14/1948","M","264","83",""
"973","Yoo","Jung-hyun","3100","0","Media & Entertainment","4/16/1969","F","279","70",""
"974","Al Ghurair","Abdulla bin Ahmad","3000","1","Diversified","1/10/1960","M","158","81",""
"975","Arsel","Semahat Sevim","3000","0","Diversified","9/8/1928","F","274","78",""
"976","Berggruen","Nicolas","3000","0","Real Estate","8/10/1961","M","54","83",""
"977","Bishop","George","3000","0","Energy","10/6/1937","M","642","83",""
"978","Braman","Norman","3000","0","Automotive","8/22/1932","M","409","83",""
"979","Bucher-Haefner","Eva Maria","3000","0","Technology","1/1/1957","F","734","74",""
"980","Cai","Dongchen","3000","0","Healthcare","2/1/1953","M","372","21",""
"981","Cayard","Jean-Pierre","3000","0","Food & Beverage","1/1/1943","M","492","30",""
"982","Chan","Tan Ching-fen","3000","0","Real Estate","1/1/1954","F","253","35",""
"983","Christopher","Todd","3000","0","Fashion & Retail","10/8/1962","M","123","83",""
